agent_id,age,born_in_us,city,detailed_race,ethnicity,family_income_at_16,family_structure_at_16,fathers_highest_degree,first_name,highest_degree_received,hispanic_origin,last_name,marital_status,military_service_duration,mothers_highest_degree,mothers_work_history,party_identification,political_views,race,religion,religion_at_16,residence_at_16,same_residence_since_16,sex,speak_other_language,state,street_address,total_wealth,us_citizenship_status,work_status
2775,38,Yes,Boulder,White,Poland,Average,Lived with parents,High school,Elizabeth,Bachelor's,Not Hispanic,Wolter,Married,No active duty,High school,Yes,"Independent, close to republican",Liberal,White,None,Catholic,Mountain,"Same state, different city",Female,Yes,CO,789 Aspen Meadows Drive,"$75,000 to $100,000",A U.S. citizen,Working full time
3048,38,Yes,Birmingham,Black or African American,American Indian,Below average,Lived with parents,High school,Jessica,Bachelor's,Not Hispanic,Bryant,Never married,No active duty,High school,No,"Independent, close to democrat",Liberal,Black,None,Protestant,East South Central,Same city,Female,No,AL,123 Maple Avenue,"$5,000 to $20,000",A U.S. citizen,"With a job, but not at work because of temporary illness, vacation, strike"
3086,38,No,Dallas,Asian,South Korea,Average,Lived with parents,High school,Jin-ho,Bachelor's,Not Hispanic,Lee,Never married,No active duty,High school,Yes,Not very strong republican,Slightly conservative,Other,Protestant,Protestant,West South Central,Same city,Male,No,TX,1234 Elm Street,"Less than $5,000",A U.S. citizen,Working full time
3145,38,Yes,Charleston,White,Scotland,Below average,Lived with parents,High school,David,Bachelor's,Not Hispanic,Smith,Married,No active duty,High school,No,Strong republican,Conservative,White,Protestant,Protestant,South Atlantic,Same city,Male,No,SC,123 Oak Lane,"$40,000 to $75,000",A U.S. citizen,Working full time
3459,38,Yes,Dallas,White,Germany,Average,Lived with parents,High school,Kristen,Bachelor's,Not Hispanic,Walsh,Divorced,No active duty,Graduate,Yes,Not very strong republican,Conservative,White,Protestant,Protestant,West South Central,Same city,Female,No,TX,1234 Oakwood Drive,"$40,000 to $75,000",A U.S. citizen,Working full time
0160,39,Yes,Austin,Hispanic or Latino,Mexico,Average,Lived with parents,High school,Andrea,Bachelor's,Not Hispanic,Martinez,Married,No active duty,High school,Yes,Not very strong republican,Slightly conservative,White,Catholic,Catholic,West South Central,Same city,Female,No,TX,1234 Oakwood Lane,"$250,000 to $500,000",A U.S. citizen,Working full time
0468,39,Yes,Boise,White,Germany,Below average,"Divorce, separated",High school,James,Bachelor's,Not Hispanic,Johnson,Married,No active duty,High school,Yes,Not very strong republican,Conservative,White,Protestant,Protestant,Mountain,Same city,Male,No,ID,1024 Boulder Drive,"$75,000 to $100,000",A U.S. citizen,Other
0600,39,Yes,Chicago,White,England & Wales,Below average,Lived with parents,High school,Daniel,Bachelor's,Not Hispanic,Lawson,Never married,No active duty,High school,Yes,Not very strong democrat,Liberal,White,None,None,East North Central,Same city,Male,No,IL,123 Maple Street,"$100,000 to $150,000",A U.S. citizen,Working full time
1344,39,Yes,Raleigh,White,Norway,Average,"Divorce, separated",High school,Jessica,Bachelor's,Not Hispanic,Miller,Never married,No active duty,High school,Yes,Not very strong democrat,Slightly liberal,White,None,Catholic,South Atlantic,Same city,Female,No,NC,1234 Oakwood Avenue,"Less than $5,000",A U.S. citizen,Working full time
1855,39,Yes,Scranton,White,Greece,Far below average,Lived with parents,High school,Maria,Bachelor's,Not Hispanic,Andrade,Never married,No active duty,High school,Yes,"Independent, close to democrat",Liberal,White,None,Catholic,Middle Atlantic,Different state,Female,No,PA,123 Elmwood Ave,"Less than $5,000",A U.S. citizen,Working full time
2195,39,Yes,Charleston,White,England & Wales,Above average,Lived with parents,High school,Ethan,Bachelor's,Not Hispanic,Lewis,Married,No active duty,High school,Yes,Strong democrat,Extremely liberal,White,None,Protestant,South Atlantic,"Same state, different city",Male,No,SC,123 Oakwood Drive,"$40,000 to $75,000",A U.S. citizen,Working full time
2277,39,Yes,Little Rock,Black or African American,Other Africa,Far below average,Lived with parents,High school,Denise,Bachelor's,Not Hispanic,Johnson,Married,No active duty,High school,Yes,Strong democrat,"Moderate, middle of the road",Black,None,Protestant,West South Central,"Same state, different city",Female,No,AR,123 Elmwood Avenue,"$40,000 to $75,000",A U.S. citizen,Working full time
2769,39,Yes,Madison,White,Finland,Far below average,Lived with parents,High school,Kelley,Bachelor's,Not Hispanic,Smith,Married,No active duty,High school,Yes,"Independent (neither, no response)","Moderate, middle of the road",White,None,Catholic,East North Central,"Same state, different city",Female,Yes,WI,123 Maple Avenue,"$5,000 to $20,000",A U.S. citizen,Working full time
3281,39,Yes,Rockford,White,Germany,Far below average,Lived with parents,High school,Meredith,Bachelor's,Not Hispanic,Schmidt,Married,No active duty,High school,Yes,"Independent, close to republican","Moderate, middle of the road",White,None,Protestant,East North Central,"Same state, different city",Female,Yes,IL,1427 Maplewood Ave,"$5,000 to $20,000",A U.S. citizen,Working full time
0181,40,Yes,Milwaukee,Black or African American,Other Africa,Below average,Parent died,High school,Angela,Bachelor's,Not Hispanic,Hoffman,Never married,No active duty,High school,Yes,Not very strong democrat,"Moderate, middle of the road",Black,Protestant,None,East North Central,"Same state, different city",Female,No,WI,742 Evergreen Terrace,"Less than $5,000",A U.S. citizen,Working full time
0871,40,Yes,Hoboken,White,Italy,Above average,Lived with parents,High school,Michael,Bachelor's,Not Hispanic,Romero,Never married,No active duty,High school,Yes,"Independent, close to democrat",Liberal,White,Catholic,Catholic,Middle Atlantic,"Same state, different city",Male,Yes,NJ,123 Via Roma,"$250,000 to $500,000",A U.S. citizen,Working full time
1007,40,Yes,Plano,White,Other European,Above average,"Divorce, separated",High school,David,Bachelor's,Not Hispanic,Miller,Married,No active duty,Graduate,Yes,"Independent, close to republican",Slightly conservative,White,Catholic,Catholic,West South Central,Different state,Male,No,TX,789 Elmwood Drive,"$40,000 to $75,000",A U.S. citizen,Working full time
1425,40,Yes,Raleigh,White,Ireland,Average,Lived with parents,High school,Lauren,Bachelor's,Not Hispanic,Sullivan,Never married,No active duty,High school,Yes,Strong democrat,"Moderate, middle of the road",White,Catholic,Catholic,South Atlantic,"Same state, different city",Female,No,NC,123 Elmwood Avenue,"$75,000 to $100,000",A U.S. citizen,Working full time
2365,40,No,Silver Spring,Black or African American,Nigeria,Average,"Divorce, separated",High school,Chinelo,Bachelor's,Not Hispanic,Ogunleye,Never married,No active duty,High school,Yes,"Independent, close to democrat",Slightly liberal,Black,Protestant,Catholic,Foreign,Different state,Female,No,MD,123 Elm Street,"Less than $5,000",Not a U.S. citizen,Working part time
2570,40,Yes,Birmingham,Black or African American,Congo,Above average,Lived with parents,High school,Marissa,Bachelor's,Not Hispanic,Martinez,Never married,No active duty,High school,Yes,Strong democrat,"Moderate, middle of the road",Black,Protestant,Protestant,East South Central,Same city,Female,No,AL,742 Evergreen Terrace,"$40,000 to $75,000",A U.S. citizen,Working full time
3024,40,Yes,San Diego,Hispanic or Latino,Mexico,Far below average,"Divorce, separated",High school,Victoria,Bachelor's,Not Hispanic,Hernandez,Married,No active duty,High school,No,Not very strong democrat,Slightly liberal,White,Protestant,Protestant,Pacific,"Same state, different city",Female,Yes,CA,1234 Elmwood Ave,"Less than $5,000",A U.S. citizen,Working full time
0007,41,Yes,Kansas City,Black or African American,Other Africa,Far below average,Lived with parents,High school,Tyrell,Bachelor's,Not Hispanic,Jenkins,Married,"Yes, more than 4 years",High school,Yes,Not very strong democrat,Slightly liberal,Black,Protestant,Protestant,West North Central,Different state,Male,No,MO,1528 Cedar Avenue,"Less than $5,000",A U.S. citizen,Working full time
0355,41,Yes,Scranton,White,Germany,Average,Lived with parents,High school,Stephanie,Bachelor's,Not Hispanic,Meyer,Separated,No active duty,Associate/junior college,Yes,Not very strong democrat,"Moderate, middle of the road",White,Protestant,None,Middle Atlantic,"Same state, different city",Female,No,PA,1725 Green Street,"$20,000 to $40,000",A U.S. citizen,Working part time
0404,41,Yes,Evanston,Black or African American,South Africa,Above average,Lived with parents,High school,Yolanda,Bachelor's,Not Hispanic,Howard,Never married,No active duty,High school,Yes,"Independent, close to democrat","Moderate, middle of the road",Black,Protestant,Protestant,East North Central,"Same state, different city",Female,No,IL,1234 Elmwood Avenue,"$40,000 to $75,000",A U.S. citizen,"With a job, but not at work because of temporary illness, vacation, strike"
0509,41,Yes,Charleston,White,Scotland,Average,Lived with parents,High school,Patrick,Bachelor's,Not Hispanic,Harris,Married,No active duty,High school,Yes,Strong republican,Extremely conservative,White,Protestant,Protestant,South Atlantic,"Same state, different city",Male,Yes,SC,320 Oakridge Avenue,"$75,000 to $100,000",A U.S. citizen,Working full time
1518,41,No,Seattle,White,Other Canada,Below average,Lived with parents,High school,Heather,Bachelor's,Not Hispanic,Walker,Married,No active duty,High school,Yes,Not very strong republican,Conservative,White,Protestant,Protestant,Foreign,Different state,Female,No,WA,1246 Pine Street,"$75,000 to $100,000",Not a U.S. citizen,Working full time
3213,41,Yes,Des Moines,White,Norway,Average,Lived with parents,High school,Keith,Bachelor's,Not Hispanic,Johnson,Married,No active duty,High school,Yes,"Independent (neither, no response)","Moderate, middle of the road",White,Protestant,Protestant,West North Central,Same city,Male,No,IA,2356 Elmwood Drive,"$40,000 to $75,000",A U.S. citizen,Working full time
0669,42,Yes,Des Moines,White,Norway,Below average,Lived with parents,High school,Kristen,Bachelor's,Not Hispanic,Hansen,Divorced,No active duty,High school,Yes,Strong democrat,Liberal,White,Catholic,Catholic,West North Central,Same city,Female,No,IA,123 Oakwood Ave,"Less than $5,000",A U.S. citizen,Working full time
1136,42,Yes,Naperville,White,Netherlands,Below average,Lived with parents,High school,Allison,Bachelor's,Not Hispanic,Hoffacker,Married,No active duty,Less than high school,Yes,Strong republican,Conservative,White,Protestant,Protestant,East North Central,Different state,Female,No,IL,123 Maple Avenue,"$250,000 to $500,000",A U.S. citizen,Working part time
1716,42,No,Austin,Asian,South Korea,Below average,Lived with parents,High school,Claire,Bachelor's,Not Hispanic,Yi,Married,No active duty,Less than high school,Yes,Not very strong democrat,Slightly liberal,White,None,Protestant,West South Central,Same city,Female,Yes,TX,742 Evergreen Terrace,"$40,000 to $75,000",A U.S. citizen,Working full time
1769,42,Yes,Ann Arbor,White,England & Wales,Average,Lived with parents,High school,Charlotte,Bachelor's,Not Hispanic,Smith,Married,No active duty,High school,Yes,"Independent (neither, no response)","Moderate, middle of the road",White,Catholic,Catholic,East North Central,Different state,Female,No,MI,1234 Elm Street,"$40,000 to $75,000",A U.S. citizen,Working full time
1992,42,Yes,Little Rock,Black or African American,Other North America,Average,Lived with parents,High school,Rodney,Bachelor's,Not Hispanic,Williams,Married,No active duty,High school,Yes,Not very strong democrat,"Moderate, middle of the road",Black,None,Protestant,West South Central,"Same state, different city",Male,No,AR,123 Elmwood Drive,"$40,000 to $75,000",A U.S. citizen,Working full time
2030,42,Yes,Atlanta,Black or African American,Kenya,Average,Lived with parents,High school,Cheryl,Bachelor's,Not Hispanic,Wilson,Never married,No active duty,High school,No,Strong democrat,Liberal,Black,Protestant,Protestant,South Atlantic,Same city,Female,No,GA,123 Elm Street,"$40,000 to $75,000",A U.S. citizen,Working full time
2117,42,No,Princeton,Asian,Philippines,Above average,Lived with parents,High school,Christopher,Bachelor's,Not Hispanic,Diaz,Married,No active duty,High school,Yes,Strong republican,Conservative,Other,Protestant,Catholic,Middle Atlantic,Same city,Male,Yes,NJ,123 Elmwood Avenue,"$500,000 to $1 million",A U.S. citizen,Working full time
2224,42,No,Bellevue,Asian,South Korea,Above average,Lived with parents,High school,Eunji,Bachelor's,Not Hispanic,Kim,Never married,No active duty,High school,Yes,"Independent, close to republican",Slightly conservative,Other,Protestant,None,Foreign,Different state,Female,Yes,WA,1234 Juniper Lane,"$75,000 to $100,000",A U.S. citizen,Working full time
2355,42,Yes,Little Rock,White,Germany,Average,Lived with parents,High school,Christine,Bachelor's,Not Hispanic,Brinkman,Married,No active duty,Less than high school,Yes,"Independent, close to republican",Conservative,White,Protestant,Protestant,West South Central,"Same state, different city",Female,Yes,AR,123 Oakwood Drive,"$40,000 to $75,000",A U.S. citizen,Working part time
2569,42,No,Huntsville,Asian,Philippines,Far below average,Parent died,High school,Miranda,Bachelor's,Not Hispanic,Galvan,Married,No active duty,Bachelor's,Yes,Not very strong republican,Slightly conservative,Other,Catholic,Catholic,East South Central,Different state,Female,Yes,AL,1234 Oak Ridge Lane,"$250,000 to $500,000",A U.S. citizen,Working full time
2819,42,Yes,Newton,White,Poland,Average,Lived with parents,High school,Joseph,Bachelor's,Not Hispanic,Kowalski,Married,No active duty,High school,No,Strong republican,Slightly conservative,White,Catholic,Catholic,New England,"Same state, different city",Male,No,MA,15 Commonwealth Avenue,"$500,000 to $1 million",A U.S. citizen,Working full time
2823,42,No,Bellevue,Asian,China,Far below average,Lived with parents,High school,Nicholas,Bachelor's,Not Hispanic,Chen,Divorced,No active duty,Less than high school,Yes,Not very strong republican,Slightly conservative,Other,Protestant,None,Foreign,Different state,Male,Yes,WA,789 Magnolia Drive,"$500,000 to $1 million",A U.S. citizen,Working full time
2883,42,Yes,Des Moines,White,Germany,Average,Lived with parents,High school,Emily,Bachelor's,Not Hispanic,Miller,Never married,No active duty,High school,Yes,"Independent, close to democrat",Liberal,White,None,Catholic,West North Central,"Same state, different city",Female,No,IA,1234 Oakwood Drive,"$150,000 to $250,000",A U.S. citizen,"With a job, but not at work because of temporary illness, vacation, strike"
3318,42,Yes,Austin,Black or African American,Egypt,Above average,Lived with parents,High school,Angela,Bachelor's,Not Hispanic,Harris,Never married,No active duty,Bachelor's,Yes,Strong democrat,Slightly liberal,Black,Protestant,Protestant,West South Central,Same city,Female,No,TX,4823 Oakmont Drive,"$150,000 to $250,000",A U.S. citizen,Working full time
3499,42,Yes,Eugene,White,Switzerland,Below average,Lived with parents,High school,Matthew,Bachelor's,Not Hispanic,Graham,Married,No active duty,Associate/junior college,Yes,"Independent (neither, no response)","Moderate, middle of the road",White,None,None,Pacific,Different state,Male,No,OR,1428 Cedar Avenue,"Less than $5,000",A U.S. citizen,"With a job, but not at work because of temporary illness, vacation, strike"
0085,43,Yes,Charleston,White,England & Wales,Average,Lived with parents,High school,Lauren,Bachelor's,Not Hispanic,Williams,Married,No active duty,Bachelor's,Yes,Not very strong republican,Conservative,White,Protestant,Protestant,South Atlantic,"Same state, different city",Female,Yes,SC,789 Magnolia Ave,"$40,000 to $75,000",A U.S. citizen,Working part time
0641,43,Yes,Charleston,White,Ireland,Average,Lived with parents,High school,Brian,Bachelor's,Not Hispanic,Jackson,Never married,No active duty,High school,Yes,Not very strong democrat,Liberal,White,None,None,South Atlantic,"Same state, different city",Male,Yes,SC,742 Evergreen Terrace,"$75,000 to $100,000",A U.S. citizen,Working full time
0731,43,Yes,Des Moines,White,Ireland,Below average,Parent died,High school,Anne,Bachelor's,Not Hispanic,Mullins,Married,No active duty,High school,Yes,Other party,"Moderate, middle of the road",White,Other,Catholic,West North Central,"Same state, different city",Female,No,IA,1528 Cedar Lane,"$40,000 to $75,000",A U.S. citizen,Working full time
1385,43,Yes,Naperville,White,Italy,Average,Lived with parents,High school,Anthony,Bachelor's,Not Hispanic,Coletti,Divorced,No active duty,High school,Yes,Not very strong republican,Slightly conservative,White,Catholic,Catholic,East North Central,Same city,Male,No,IL,123 Lincoln Avenue,"$75,000 to $100,000",A U.S. citizen,Working full time
2007,43,Yes,Portland,Native American or Alaska Native,American Indian,Average,Lived with parents,High school,Brian,Bachelor's,Not Hispanic,Hill,Never married,No active duty,Less than high school,Yes,"Independent, close to republican",Conservative,White,None,None,Pacific,Different state,Male,No,OR,1234 Maple Drive,"$250,000 to $500,000",A U.S. citizen,Working full time
2295,43,Yes,Boulder,Black or African American,Other North America,Average,Lived with parents,High school,Vanessa,Bachelor's,Not Hispanic,Williams,Divorced,No active duty,Graduate,Yes,Not very strong democrat,Liberal,Black,Protestant,Protestant,Mountain,Different state,Female,No,CO,1234 Aspen Grove Lane,"$40,000 to $75,000",A U.S. citizen,Working full time
2907,43,Yes,Naperville,White,England & Wales,Below average,Lived with parents,High school,Michael,Bachelor's,Not Hispanic,Anderson,Married,No active duty,Associate/junior college,Yes,Not very strong democrat,Slightly liberal,White,Protestant,Protestant,East North Central,"Same state, different city",Male,No,IL,742 Evergreen Terrace,"$500,000 to $1 million",A U.S. citizen,Working full time
0169,44,Yes,Milwaukee,White,Poland,Below average,Lived with parents,High school,Elizabeth,Bachelor's,Not Hispanic,Anderson,Married,No active duty,High school,Yes,Strong democrat,Slightly liberal,White,Protestant,Protestant,East North Central,"Same state, different city",Female,No,WI,742 Evergreen Terrace,"$40,000 to $75,000",A U.S. citizen,Working full time
0421,44,Yes,Charlotte,Asian,Philippines,Average,Lived with parents,High school,Miguel,Bachelor's,Not Hispanic,Garcia,Married,No active duty,Bachelor's,Yes,"Independent, close to democrat",Slightly liberal,Other,Catholic,Catholic,South Atlantic,Same city,Male,No,NC,1234 Peachtree Lane,"$500,000 to $1 million",A U.S. citizen,Working full time
1472,44,Yes,Gary,Black or African American,Other Africa,Below average,Lived with parents,High school,Angela,Bachelor's,Not Hispanic,Johnson,Never married,No active duty,High school,Yes,"Independent (neither, no response)","Moderate, middle of the road",Black,Other,None,East North Central,Different state,Female,No,IN,732 Elmwood Drive,"$20,000 to $40,000",A U.S. citizen,Working full time
2223,44,Yes,Charlotte,Black or African American,Other Africa,Below average,Lived with parents,High school,Angela,Bachelor's,Not Hispanic,Hawkins,Widowed,No active duty,High school,Yes,"Independent (neither, no response)","Moderate, middle of the road",Black,Protestant,Protestant,South Atlantic,"Same state, different city",Female,No,NC,2347 Magnolia Ave,"$20,000 to $40,000",A U.S. citizen,Working full time
2242,44,Yes,Charleston,White,Ireland,Average,Lived with parents,High school,Jennifer,Bachelor's,Not Hispanic,Kennedy,Divorced,No active duty,High school,Yes,Not very strong democrat,Extremely liberal,White,None,Catholic,South Atlantic,"Same state, different city",Female,No,SC,123 Magnolia Avenue,"$40,000 to $75,000",A U.S. citizen,"With a job, but not at work because of temporary illness, vacation, strike"
3002,44,Yes,Harrisburg,White,Germany,Average,Lived with parents,High school,Christine,Bachelor's,Not Hispanic,Smith,Divorced,No active duty,High school,Yes,Not very strong democrat,"Moderate, middle of the road",White,Protestant,Protestant,Middle Atlantic,Different state,Female,No,PA,123 Maple Avenue,"$40,000 to $75,000",A U.S. citizen,Working full time
3135,44,Yes,San Francisco,Black or African American,Other North America,Above average,"Divorce, separated",High school,Jeremiah,Bachelor's,Not Hispanic,Johnson,Married,No active duty,Bachelor's,Yes,"Independent (neither, no response)","Moderate, middle of the road",Black,None,Christian,Pacific,Same city,Male,No,CA,1234 Oceanview Drive,"$250,000 to $500,000",A U.S. citizen,Working full time
1284,22,Yes,Evanston,White,France,Above average,Lived with parents,Graduate,Alexander,Bachelor's,Not Hispanic,Montgomery,Never married,No active duty,Graduate,Yes,Other party,Slightly conservative,White,Catholic,Catholic,East North Central,Same city,Male,No,IL,1234 Oakwood Drive,"$40,000 to $75,000",A U.S. citizen,In school
1998,22,Yes,Minneapolis,White,Germany,Above average,"Divorce, separated",Graduate,Hannah,Bachelor's,Not Hispanic,Beck,Never married,No active duty,Bachelor's,Yes,"Independent, close to democrat",Slightly liberal,White,None,Protestant,West North Central,"Same state, different city",Female,No,MN,1234 Elmwood Avenue,"$40,000 to $75,000",A U.S. citizen,Working full time
2048,22,No,Atlanta,Black or African American,Nigeria,Far below average,Lived with parents,Graduate,Ebony,Bachelor's,Not Hispanic,Obi,Never married,No active duty,Graduate,Yes,Not very strong democrat,"Moderate, middle of the road",Black,Catholic,Catholic,South Atlantic,Same city,Female,Yes,GA,123 Maple Avenue,"Less than $5,000",A U.S. citizen,Working part time
0819,23,Yes,Austin,White,Other European,Far above average,Lived with parents,Graduate,Amanda,Bachelor's,Not Hispanic,Hollins,Never married,No active duty,Graduate,Yes,Strong democrat,Liberal,White,None,Protestant,West South Central,Different state,Female,No,TX,1234 Elmwood Avenue,"$20,000 to $40,000",A U.S. citizen,Working full time
1045,23,Yes,Plano,White,England & Wales,Average,Lived with parents,Graduate,William,Bachelor's,Not Hispanic,Fletcher,Never married,No active duty,Bachelor's,Yes,Strong republican,Slightly conservative,White,Protestant,Protestant,West South Central,"Same state, different city",Male,No,TX,1523 Oakmont Drive,"$150,000 to $250,000",A U.S. citizen,Working full time
1196,23,Yes,Raleigh,White,Ireland,Average,Lived with parents,Graduate,Megan,Bachelor's,Not Hispanic,Mooney,Never married,No active duty,Bachelor's,Yes,"Independent, close to democrat",Slightly liberal,White,Protestant,Protestant,South Atlantic,Different state,Female,No,NC,123 Magnolia Avenue,"$20,000 to $40,000",A U.S. citizen,In school
0370,24,No,Madison,Asian,Other Asian,Average,Lived with parents,Graduate,Linda,Bachelor's,Not Hispanic,Ng,Never married,No active duty,Bachelor's,No,Other party,Conservative,Other,Protestant,Protestant,East North Central,"Same state, different city",Female,No,WI,123 Maplewood Lane,"$20,000 to $40,000",A U.S. citizen,Working part time
0631,24,Yes,Chicago,White,Scotland,Far above average,Lived with parents,Graduate,Ashley,Bachelor's,Not Hispanic,Mitchell,Never married,No active duty,High school,Yes,Strong republican,Conservative,White,Catholic,Catholic,East North Central,"Same state, different city",Female,Yes,IL,1500 W Monroe St,"$20,000 to $40,000",A U.S. citizen,Working full time
3000,24,Yes,Boston,Asian,China,Above average,Lived with parents,Graduate,Mei,Bachelor's,Not Hispanic,Zhang,Never married,No active duty,Bachelor's,Yes,"Independent, close to democrat",Slightly liberal,Other,None,None,New England,Same city,Female,Yes,MA,15 Commonwealth Avenue,"$150,000 to $250,000",A U.S. citizen,Working full time
3443,24,Yes,Chicago,White,Italy,Above average,Lived with parents,Graduate,Olivia,Bachelor's,Not Hispanic,Martin,Never married,No active duty,Graduate,Yes,Strong democrat,Liberal,White,Protestant,Protestant,East North Central,"Same state, different city",Female,No,IL,742 Evergreen Terrace,"Less than $5,000",A U.S. citizen,Working full time
2139,25,Yes,Charleston,White,France,Far above average,Lived with parents,Graduate,Charlotte,Bachelor's,Not Hispanic,Baldwin,Never married,No active duty,Bachelor's,Yes,Strong democrat,Liberal,White,None,None,South Atlantic,"Same state, different city",Female,Yes,SC,1234 Peachtree Lane,"$40,000 to $75,000",A U.S. citizen,Working full time
0445,26,Yes,Evanston,White,Poland,Far above average,Lived with parents,Graduate,Michael,Bachelor's,Not Hispanic,Klemp,Married,No active duty,Graduate,Yes,Strong democrat,Extremely liberal,White,None,Protestant,East North Central,Different state,Male,No,IL,123 Lakeside Drive,"$40,000 to $75,000",A U.S. citizen,"With a job, but not at work because of temporary illness, vacation, strike"
1032,26,Yes,Boulder,White,Poland,Above average,Lived with parents,Graduate,Natalie,Bachelor's,Not Hispanic,Kraemer,Never married,No active duty,Bachelor's,Yes,Not very strong democrat,"Moderate, middle of the road",White,None,Jewish,Mountain,Same city,Female,No,CO,1234 Mapleton Avenue,"$20,000 to $40,000",A U.S. citizen,Working full time
1315,26,Yes,Evanston,White,Poland,Far above average,Lived with parents,Graduate,Matthew,Bachelor's,Not Hispanic,Krawczuk,Never married,No active duty,Graduate,Yes,Strong democrat,Slightly liberal,White,Catholic,Catholic,East North Central,Same city,Male,Yes,IL,128 Lakeshore Drive,"$100,000 to $150,000",A U.S. citizen,Working full time
1621,26,Yes,Austin,Asian,China,Below average,Lived with parents,Graduate,Mei,Bachelor's,Not Hispanic,Chen,Married,No active duty,Graduate,Yes,Strong democrat,Extremely liberal,Other,Protestant,Protestant,West South Central,Different state,Female,Yes,TX,1234 Magnolia Lane,"$75,000 to $100,000",A U.S. citizen,Working full time
0709,27,No,Boston,Asian,Philippines,Average,Lived with parents,Graduate,Adrian,Bachelor's,Not Hispanic,Santos,Never married,No active duty,Graduate,Yes,"Independent, close to democrat",Slightly liberal,Other,Protestant,Protestant,New England,Same city,Male,No,MA,125 Beacon Street,"$40,000 to $75,000",A U.S. citizen,Working full time
2383,27,Yes,Philadelphia,Asian,China,Average,Lived with parents,Graduate,Mei,Bachelor's,Not Hispanic,Chen,Never married,No active duty,Bachelor's,No,Not very strong democrat,Liberal,Other,None,None,Middle Atlantic,Different state,Female,No,PA,123 Elmwood Avenue,"$20,000 to $40,000",A U.S. citizen,Working full time
3118,27,Yes,Philadelphia,Asian,Egypt,Above average,Lived with parents,Graduate,Adam,Bachelor's,Not Hispanic,Hassan,Never married,No active duty,Graduate,Yes,Not very strong republican,Slightly conservative,Other,Muslim/Islam,Muslim/Islam,Middle Atlantic,Different state,Male,Yes,PA,123 Elm Street,"$40,000 to $75,000",A U.S. citizen,In school
3130,27,Yes,Philadelphia,White,Scotland,Above average,Lived with parents,Graduate,Rebecca,Bachelor's,Not Hispanic,Walker,Never married,No active duty,Bachelor's,Yes,"Independent, close to republican",Slightly conservative,White,Protestant,Protestant,Middle Atlantic,Same city,Female,No,PA,123 Elmwood Avenue,"$20,000 to $40,000",A U.S. citizen,Working full time
3214,27,Yes,Columbus,White,England & Wales,Average,Lived with parents,Graduate,Hannah,Bachelor's,Not Hispanic,Brown,Never married,No active duty,Graduate,Yes,Not very strong democrat,Extremely liberal,White,None,Protestant,East North Central,Different state,Female,Yes,OH,1234 W Maple St,"Less than $5,000",A U.S. citizen,Working full time
0247,28,Yes,Ann Arbor,White,England & Wales,Above average,Lived with parents,Graduate,Kevin,Bachelor's,Not Hispanic,Anderson,Never married,No active duty,Bachelor's,Yes,Not very strong republican,Conservative,White,Catholic,Protestant,East North Central,"Same state, different city",Male,Yes,MI,1234 W Elm St,"$75,000 to $100,000",A U.S. citizen,In school
0688,28,Yes,Charleston,White,Germany,Above average,"Divorce, separated",Graduate,Madeline,Bachelor's,Not Hispanic,Jensen,Never married,No active duty,Bachelor's,Yes,Strong democrat,Liberal,White,None,Protestant,South Atlantic,"Same state, different city",Female,Yes,SC,123 Magnolia Lane,"$40,000 to $75,000",A U.S. citizen,"Unemployed, laid off, looking for work"
1276,28,Yes,Cambridge,White,Scotland,Average,Lived with parents,Graduate,Sterling,Bachelor's,Not Hispanic,Lynch,Never married,No active duty,Graduate,Yes,Other party,Extremely liberal,White,None,None,New England,Same city,Male,No,MA,123 Elm Street,"$20,000 to $40,000",A U.S. citizen,Working full time
2481,28,Yes,Philadelphia,White,Ireland,Average,Lived with parents,Graduate,Patrick,Bachelor's,Not Hispanic,Gallagher,Never married,No active duty,Bachelor's,Yes,Not very strong republican,"Moderate, middle of the road",White,Catholic,Catholic,Middle Atlantic,Same city,Male,No,PA,123 Elm Street,"$20,000 to $40,000",A U.S. citizen,Working full time
0848,29,Yes,Charlotte,White,Poland,Above average,Lived with parents,Graduate,Trent,Bachelor's,Not Hispanic,Piatkowski,Never married,No active duty,Bachelor's,Yes,"Independent, close to democrat",Slightly liberal,White,None,Protestant,South Atlantic,Different state,Male,No,NC,145 Oakwood Avenue,"$40,000 to $75,000",A U.S. citizen,Working part time
3027,29,Yes,San Francisco,White,England & Wales,Above average,Lived with parents,Graduate,Melissa,Bachelor's,Not Hispanic,Johnson,Married,No active duty,Bachelor's,Yes,Other party,Liberal,White,None,Protestant,Pacific,"Same state, different city",Female,No,CA,1255 Nob Hill Ave,$1 million to $2 million,A U.S. citizen,Working full time
0668,30,Yes,Portland,White,Scotland,Average,Lived with parents,Graduate,Lauren,Bachelor's,Not Hispanic,Anderson,Never married,No active duty,Graduate,Yes,Strong democrat,Liberal,White,None,None,Pacific,Different state,Female,Yes,OR,1234 Ocean Breeze Ave,"$20,000 to $40,000",A U.S. citizen,Working full time
2001,30,Yes,Evanston,White,Germany,Above average,Lived with parents,Graduate,Eric,Bachelor's,Not Hispanic,Steinberg,Married,No active duty,Bachelor's,Yes,"Independent, close to democrat",Slightly liberal,White,Protestant,Protestant,East North Central,Different state,Male,No,IL,123 Elmwood Drive,"$75,000 to $100,000",A U.S. citizen,Working full time
