agent_id,age,born_in_us,city,detailed_race,ethnicity,family_income_at_16,family_structure_at_16,fathers_highest_degree,first_name,highest_degree_received,hispanic_origin,last_name,marital_status,military_service_duration,mothers_highest_degree,mothers_work_history,party_identification,political_views,race,religion,religion_at_16,residence_at_16,same_residence_since_16,sex,speak_other_language,state,street_address,total_wealth,us_citizenship_status,work_status
2380,55,Yes,Birmingham,Black or African American,Other North America,Above average,Lived with parents,High school,Deborah,Bachelor's,Not Hispanic,Walker,Divorced,No active duty,High school,Yes,Strong democrat,Slightly conservative,Black,Protestant,Protestant,East South Central,Different state,Female,No,AL,123 Elm Street,"$40,000 to $75,000",A U.S. citizen,Working full time
2940,55,Yes,Chicago,White,Lithuania,Far below average,"Divorce, separated",High school,Kathy,Bachelor's,Not Hispanic,Reilly,Divorced,No active duty,High school,Yes,Strong democrat,Extremely liberal,White,None,Catholic,East North Central,Same city,Female,No,IL,123 Maplewood Avenue,"$40,000 to $75,000",A U.S. citizen,Working full time
2994,55,Yes,Evanston,White,Poland,Below average,"Divorce, separated",High school,Nancy,Bachelor's,Not Hispanic,Kjar,Divorced,No active duty,High school,Yes,Strong democrat,Liberal,White,Protestant,None,East North Central,"Same state, different city",Female,Yes,IL,742 Evergreen Terrace,"$5,000 to $20,000",A U.S. citizen,Working full time
3042,55,Yes,Evanston,White,Sweden,Average,Lived with parents,High school,Anna,Bachelor's,Not Hispanic,Gustafson,Divorced,No active duty,High school,Yes,"Independent, close to republican",Conservative,White,Protestant,None,East North Central,Same city,Female,No,IL,123 Maple Avenue,"$40,000 to $75,000",A U.S. citizen,Working full time
0236,56,Yes,Naperville,White,Germany,Average,Lived with parents,High school,Gary,Bachelor's,Not Hispanic,Hartman,Married,"Yes, more than 4 years",High school,No,Not very strong republican,Slightly conservative,White,Protestant,Protestant,East North Central,Different state,Male,Yes,IL,123 Maple Avenue,"$75,000 to $100,000",A U.S. citizen,Working full time
0375,56,Yes,Boise,White,Scotland,Below average,Lived with parents,High school,Deborah,Bachelor's,Not Hispanic,Clark,Divorced,"Yes, more than 4 years",High school,Yes,Strong republican,Conservative,White,None,Protestant,Mountain,Different state,Female,No,ID,1234 Aspen Ridge Rd,"$40,000 to $75,000",A U.S. citizen,Working full time
2795,56,Yes,Chicago,Black or African American,American only,Average,Lived with parents,High school,Dorothy,Bachelor's,Not Hispanic,Johnson,Married,"Yes, less than 2 years",Less than high school,Yes,Strong democrat,"Moderate, middle of the road",Black,Christian,Protestant,East North Central,Same city,Female,No,IL,123 Maple Street,"$40,000 to $75,000",A U.S. citizen,"Unemployed, laid off, looking for work"
3296,56,Yes,Scranton,White,Italy,Below average,Lived with parents,High school,Anthony,Bachelor's,Not Hispanic,Garcia,Married,No active duty,High school,Yes,"Independent (neither, no response)","Moderate, middle of the road",White,Catholic,Catholic,Middle Atlantic,Different state,Male,No,PA,123 Elmwood Avenue,"$75,000 to $100,000",A U.S. citizen,Working full time
1207,57,Yes,Des Moines,White,Italy,Below average,Lived with parents,High school,Maria,Bachelor's,Not Hispanic,Soriano,Divorced,No active duty,Less than high school,No,"Independent, close to democrat",Slightly liberal,White,Catholic,Catholic,West North Central,"Same state, different city",Female,No,IA,123 Elmwood Avenue,"$40,000 to $75,000",A U.S. citizen,Working part time
3209,57,Yes,Charleston,White,Other European,Above average,Lived with parents,High school,Walter,Bachelor's,Not Hispanic,Myers,Never married,"Yes, 2-4 years",Associate/junior college,Yes,Strong democrat,Liberal,White,None,Protestant,South Atlantic,Same city,Male,No,SC,1234 Peachtree Lane,"$20,000 to $40,000",A U.S. citizen,Working full time
0223,58,No,Austin,White,Other Canada,Average,Lived with parents,High school,Kathleen,Bachelor's,Not Hispanic,Fisher,Married,No active duty,High school,Yes,"Independent (neither, no response)","Moderate, middle of the road",White,None,Catholic,West South Central,Different state,Female,No,TX,1025 Elmwood Drive,"$40,000 to $75,000",A U.S. citizen,Working full time
0289,58,No,Edison,Asian,Pakistan,Average,Lived with parents,High school,Sajid,Bachelor's,Not Hispanic,Khan,Divorced,No active duty,High school,No,"Independent, close to democrat",Slightly liberal,Other,None,Muslim/Islam,Foreign,Different state,Male,Yes,NJ,123 Elmwood Avenue,"$40,000 to $75,000",A U.S. citizen,Working full time
0677,58,Yes,Denver,Black or African American,Nigeria,Below average,Lived with parents,High school,Michael,Bachelor's,Not Hispanic,Johnson,Married,No active duty,High school,Yes,Strong democrat,Liberal,Black,Protestant,Protestant,Mountain,Different state,Male,No,CO,123 Elmwood Drive,"$40,000 to $75,000",A U.S. citizen,"With a job, but not at work because of temporary illness, vacation, strike"
2110,58,Yes,Evanston,White,England & Wales,Above average,"Divorce, separated",High school,Thomas,Bachelor's,Not Hispanic,Johnson,Separated,No active duty,Bachelor's,Yes,Not very strong democrat,"Moderate, middle of the road",White,None,Protestant,East North Central,"Same state, different city",Male,No,IL,2565 Greenfield Avenue,"$40,000 to $75,000",A U.S. citizen,Working full time
2308,58,Yes,Ridgewood,White,Italy,Average,Lived with parents,High school,Anthony,Bachelor's,Not Hispanic,Giordano,Married,No active duty,Bachelor's,Yes,Not very strong republican,Slightly conservative,White,Catholic,Catholic,Middle Atlantic,"Same state, different city",Male,No,NJ,123 Elmwood Avenue,"$75,000 to $100,000",A U.S. citizen,Working full time
2384,58,Yes,Santa Monica,White,Ireland,Average,"Divorce, separated",High school,James,Bachelor's,Not Hispanic,Hansen,Divorced,No active duty,Less than high school,Yes,Strong democrat,Liberal,White,None,None,Pacific,"Same state, different city",Male,No,CA,1234 Seaside Lane,"$250,000 to $500,000",A U.S. citizen,Working full time
2590,58,Yes,Princeton,Black or African American,Other Caribbean,Far above average,Lived with parents,High school,Barbara,Bachelor's,Not Hispanic,Dubois,Never married,No active duty,Bachelor's,Yes,"Independent, close to democrat",Liberal,Black,Buddhism,Protestant,Middle Atlantic,"Same state, different city",Female,No,NJ,742 Evergreen Terrace,"$100,000 to $150,000",A U.S. citizen,Working full time
2730,58,Yes,Columbus,White,Other European,Average,Parent died,High school,Robert,Bachelor's,Not Hispanic,Thompson,Divorced,No active duty,High school,No,"Independent (neither, no response)","Moderate, middle of the road",White,Protestant,Protestant,East North Central,Different state,Male,No,OH,123 Maple Avenue,"$40,000 to $75,000",A U.S. citizen,Other
0723,59,Yes,Harrisburg,White,Germany,Average,Lived with parents,High school,Deborah,Bachelor's,Not Hispanic,Miller,Married,No active duty,High school,Yes,Not very strong republican,Conservative,White,Catholic,Catholic,Middle Atlantic,Same city,Female,No,PA,123 Cherry Lane,"$75,000 to $100,000",A U.S. citizen,Retired
1415,59,Yes,Naperville,White,Germany,Average,Lived with parents,High school,Helen,Bachelor's,Not Hispanic,Schmid,Married,No active duty,Associate/junior college,Yes,Strong republican,Conservative,White,Protestant,Protestant,East North Central,Same city,Female,Yes,IL,123 Maplewood Lane,"$100,000 to $150,000",A U.S. citizen,Working part time
1883,59,Yes,Birmingham,Black or African American,Other Africa,Average,Lived with parents,High school,Kevin,Bachelor's,Not Hispanic,Armstrong,Never married,No active duty,Bachelor's,Yes,Strong democrat,"Moderate, middle of the road",Black,Protestant,Protestant,East South Central,Different state,Male,No,AL,1234 Highland Park Drive,"$500,000 to $1 million",A U.S. citizen,Working full time
3092,59,Yes,Evanston,White,Germany,Average,Lived with parents,High school,William,Bachelor's,Not Hispanic,Meyer,Divorced,No active duty,High school,Yes,"Independent, close to democrat",Slightly liberal,White,None,Catholic,East North Central,Same city,Male,No,IL,123 Maple Avenue,"$40,000 to $75,000",A U.S. citizen,Working part time
3284,59,Yes,Princeton,White,Ireland,Above average,Lived with parents,High school,Kathleen,Bachelor's,Not Hispanic,Murphy,Married,"Yes, less than 2 years",High school,Yes,"Independent, close to republican","Moderate, middle of the road",White,None,None,Middle Atlantic,Different state,Female,No,NJ,123 Maplewood Lane,"$75,000 to $100,000",A U.S. citizen,Working full time
0520,60,Yes,Charleston,Black or African American,Other Africa,Far below average,Lived with parents,High school,William,Bachelor's,Not Hispanic,Johnson,Married,No active duty,High school,Yes,Not very strong democrat,Slightly liberal,Black,Protestant,Protestant,South Atlantic,Different state,Male,No,SC,123 Elmwood Avenue,"Less than $5,000",A U.S. citizen,Retired
0656,60,Yes,Naperville,White,Germany,Average,Lived with parents,High school,Wayne,Bachelor's,Not Hispanic,Schmitt,Married,No active duty,High school,Yes,Strong republican,Conservative,White,Protestant,Catholic,East North Central,Same city,Male,No,IL,789 Lakeview Drive,"$500,000 to $1 million",A U.S. citizen,Working full time
1461,60,Yes,Princeton,White,Sweden,Average,Lived with parents,High school,Raymond,Bachelor's,Not Hispanic,Johnson,Married,"Yes, more than 4 years",High school,Yes,Not very strong republican,Slightly conservative,White,Catholic,Catholic,Middle Atlantic,Different state,Male,No,NJ,123 Elmwood Avenue,"$100,000 to $150,000",A U.S. citizen,Working full time
1808,60,Yes,Atlanta,Black or African American,Other Africa,Below average,Parent died,High school,Marcus,Bachelor's,Not Hispanic,Jackson,Never married,No active duty,Bachelor's,Yes,Strong democrat,Slightly liberal,Black,Catholic,Catholic,South Atlantic,Same city,Male,Yes,GA,123 Maple Avenue,"$20,000 to $40,000",A U.S. citizen,Working part time
2313,60,Yes,Evanston,White,Hungary,Below average,"Divorce, separated",High school,Phyllis,Bachelor's,Not Hispanic,Norton,Divorced,No active duty,Less than high school,Yes,"Independent (neither, no response)",Slightly liberal,White,Christian,Christian,East North Central,"Same state, different city",Female,Yes,IL,1234 Birch Street,"$40,000 to $75,000",A U.S. citizen,Keeping house
0776,61,Yes,Weston,White,England & Wales,Average,Lived with parents,High school,Charles,Bachelor's,Not Hispanic,Bradley,Never married,No active duty,Associate/junior college,Yes,Strong republican,Slightly conservative,White,Protestant,Protestant,New England,"Same state, different city",Male,No,MA,742 Evergreen Terrace,"$150,000 to $250,000",A U.S. citizen,Working full time
0828,61,Yes,Evanston,White,Greece,Below average,Lived with parents,High school,Victoria,Bachelor's,Not Hispanic,Adams,Divorced,No active duty,Bachelor's,Yes,Strong democrat,Extremely liberal,White,Protestant,None,East North Central,Same city,Female,No,IL,123 Lakeshore Drive,"$500,000 to $1 million",A U.S. citizen,Working full time
1727,61,No,Burlington,White,France,Average,Lived with parents,High school,Margaret,Bachelor's,Not Hispanic,Dubbs,Married,No active duty,Bachelor's,Yes,"Independent, close to democrat",Slightly liberal,White,Catholic,Catholic,Foreign,Different state,Female,Yes,VT,123 Elmwood Avenue,"$20,000 to $40,000",A U.S. citizen,Other
2505,61,Yes,Toledo,White,Other European,Average,Lived with parents,High school,Richard,Bachelor's,Not Hispanic,Cox,Widowed,No active duty,High school,Yes,Strong republican,Conservative,White,Catholic,Catholic,East North Central,"Same state, different city",Male,No,OH,123 Elmwood Ave,"Less than $5,000",A U.S. citizen,Other
2678,61,Yes,Seattle,White,Finland,Average,Lived with parents,High school,Ernest,Bachelor's,Not Hispanic,Hasson,Married,No active duty,High school,Yes,Strong democrat,Extremely liberal,White,Other,Jewish,Pacific,Same city,Male,No,WA,1234 Pine Grove Lane,"$75,000 to $100,000",A U.S. citizen,Working full time
2810,61,Yes,Des Moines,White,Germany,Average,Lived with parents,High school,Patricia,Bachelor's,Not Hispanic,Schmidt,Married,No active duty,Less than high school,Yes,"Independent, close to democrat",Slightly conservative,White,Protestant,Protestant,West North Central,"Same state, different city",Female,No,IA,123 Maple Avenue,"$40,000 to $75,000",A U.S. citizen,Other
3287,61,Yes,Portland,White,Scotland,Below average,Lived with parents,High school,Ronald,Bachelor's,Not Hispanic,Anderson,Married,No active duty,High school,Yes,"Independent, close to democrat",Liberal,White,None,Protestant,New England,"Same state, different city",Male,No,ME,125 Elmwood Avenue,"$75,000 to $100,000",A U.S. citizen,Working full time
3350,61,Yes,Chicago,White,Germany,Average,Lived with parents,High school,Cynthia,Bachelor's,Not Hispanic,Miller,Divorced,No active duty,High school,No,Strong republican,Conservative,White,None,Protestant,East North Central,"Same state, different city",Female,No,IL,1450 Lake Shore Drive,$1 million to $2 million,A U.S. citizen,Working full time
0081,62,Yes,Charleston,White,Ireland,Average,Lived with parents,High school,Mary,Bachelor's,Not Hispanic,O'Brien,Married,No active duty,High school,No,"Independent (neither, no response)",Slightly conservative,White,None,Catholic,South Atlantic,Same city,Female,No,SC,123 Ocean View Drive,$2 million to $3 million,A U.S. citizen,Working part time
0265,62,Yes,Naperville,White,Poland,Above average,Lived with parents,High school,Christopher,Bachelor's,Not Hispanic,Graves,Divorced,No active duty,High school,Yes,Strong republican,Conservative,White,None,Catholic,East North Central,Same city,Male,No,IL,742 Evergreen Terrace,"$500,000 to $1 million",A U.S. citizen,Working part time
0780,62,No,Orlando,Hispanic or Latino,Puerto Rico,Below average,Lived with parents,High school,Carlos,Bachelor's,Not Hispanic,Rodriguez,Married,"Yes, more than 4 years",Less than high school,No,Strong democrat,"Moderate, middle of the road",Other,Catholic,Catholic,Foreign,Different state,Male,Yes,FL,123 Elm Street,"$75,000 to $100,000",A U.S. citizen,Working full time
1548,62,Yes,Dallas,Native American or Alaska Native,American Indian,Above average,Parent died,High school,Susan,Bachelor's,Not Hispanic,Bernhard,Married,No active duty,High school,Yes,Strong democrat,"Moderate, middle of the road",White,Jewish,Catholic,West South Central,Different state,Female,No,TX,245 Lakeview Drive,"$100,000 to $150,000",A U.S. citizen,Retired
1632,62,Yes,Charleston,White,England & Wales,Below average,Lived with parents,High school,Virginia,Bachelor's,Not Hispanic,Thompson,Married,No active duty,High school,Yes,"Independent, close to republican",Conservative,White,Protestant,Christian,South Atlantic,"Same state, different city",Female,No,SC,123 Oakwood Drive,"$40,000 to $75,000",A U.S. citizen,Working full time
2305,62,Yes,Plano,White,Germany,Average,Lived with parents,High school,Raymond,Bachelor's,Not Hispanic,Morris,Married,No active duty,High school,Yes,Strong republican,Conservative,White,Protestant,Protestant,West South Central,Same city,Male,No,TX,742 Evergreen Terrace,"$75,000 to $100,000",A U.S. citizen,Working full time
2407,62,Yes,Hoboken,White,Italy,Average,Lived with parents,High school,Antonio,Bachelor's,Not Hispanic,Vasquez,Married,No active duty,High school,Yes,Not very strong republican,Conservative,White,Catholic,Catholic,Middle Atlantic,"Same state, different city",Male,No,NJ,123 Elmwood Avenue,"$100,000 to $150,000",A U.S. citizen,Working full time
3312,62,Yes,Naperville,White,England & Wales,Average,Lived with parents,High school,Martha,Bachelor's,Not Hispanic,Stewart,Separated,No active duty,High school,No,Strong republican,Conservative,White,Protestant,Protestant,East North Central,Different state,Female,No,IL,742 Evergreen Terrace,"$75,000 to $100,000",A U.S. citizen,Working full time
0047,63,No,Coral Gables,Hispanic or Latino,Puerto Rico,Below average,Parent died,High school,Carlos,Bachelor's,Not Hispanic,Rodriguez,Married,No active duty,Less than high school,No,Not very strong democrat,Slightly liberal,White,Catholic,Catholic,Foreign,Different state,Male,Yes,FL,1234 Elm Street,"$150,000 to $250,000",A U.S. citizen,Working full time
0435,63,Yes,La Jolla,White,England & Wales,Above average,"Divorce, separated",High school,Marybeth,Bachelor's,Not Hispanic,Powell,Married,No active duty,Graduate,Yes,"Independent (neither, no response)","Moderate, middle of the road",White,None,Protestant,Pacific,Different state,Female,No,CA,1288 Ocean View Drive,$1 million to $2 million,A U.S. citizen,Working full time
1352,63,Yes,Philadelphia,Black or African American,Other Africa,Above average,Lived with parents,High school,Gloria,Bachelor's,Not Hispanic,Crawford,Never married,No active duty,High school,Yes,Not very strong democrat,"Moderate, middle of the road",Black,Protestant,Protestant,Middle Atlantic,Same city,Female,No,PA,1125 Cherry Blossom Lane,"$40,000 to $75,000",A U.S. citizen,Working full time
1552,63,Yes,Evanston,White,Ireland,Far above average,Lived with parents,High school,David,Bachelor's,Not Hispanic,Richardson,Married,No active duty,High school,Yes,Strong democrat,Liberal,White,None,Protestant,East North Central,Different state,Male,No,IL,1248 Waverly Place,"$100,000 to $150,000",A U.S. citizen,Retired
2267,63,Yes,Harrisburg,White,Germany,Average,Lived with parents,High school,Robert,Bachelor's,Not Hispanic,Klein,Married,No active duty,High school,No,"Independent (neither, no response)","Moderate, middle of the road",White,Protestant,Catholic,Middle Atlantic,"Same state, different city",Male,No,PA,123 Maple Avenue,"$40,000 to $75,000",A U.S. citizen,Retired
2444,63,Yes,Princeton,White,England & Wales,Above average,Lived with parents,High school,Kathleen,Bachelor's,Not Hispanic,Whitfield,Separated,No active duty,High school,Yes,"Independent, close to democrat",Slightly conservative,White,Catholic,Catholic,Middle Atlantic,"Same state, different city",Female,No,NJ,1423 Maplewood Drive,"$100,000 to $150,000",A U.S. citizen,Retired
2712,63,Yes,Naperville,White,Spain,Average,Lived with parents,High school,Deborah,Bachelor's,Not Hispanic,Whitaker,Divorced,No active duty,High school,Yes,Strong republican,Conservative,White,Protestant,Catholic,East North Central,Same city,Female,Yes,IL,1524 Oakwood Drive,"$100,000 to $150,000",A U.S. citizen,Working full time
2830,63,Yes,Morristown,White,Ireland,Average,Lived with parents,High school,Michael,Bachelor's,Not Hispanic,O'Reilly,Separated,No active duty,Less than high school,Yes,Not very strong democrat,Slightly conservative,White,Catholic,Catholic,Middle Atlantic,Same city,Male,No,NJ,742 Evergreen Terrace,"$500,000 to $1 million",A U.S. citizen,Working full time
3390,63,Yes,Madison,White,Scotland,Average,Lived with parents,High school,Nancy,Bachelor's,Not Hispanic,Crawford,Married,No active duty,High school,Yes,Strong democrat,Slightly liberal,White,Protestant,Protestant,East North Central,"Same state, different city",Female,No,WI,123 Elmwood Drive,"$40,000 to $75,000",A U.S. citizen,Retired
0063,64,Yes,Newark,Black or African American,Other Africa,Far below average,Lived with parents,High school,Shirley,Bachelor's,Not Hispanic,Johnson,Divorced,No active duty,Associate/junior college,Yes,Not very strong democrat,Liberal,Black,Protestant,Protestant,Middle Atlantic,"Same state, different city",Female,No,NJ,345 Elmwood Avenue,"Less than $5,000",A U.S. citizen,Retired
0183,64,Yes,Weston,White,England & Wales,Below average,Lived with parents,High school,Doris,Bachelor's,Not Hispanic,Collins,Never married,No active duty,High school,No,Strong republican,Conservative,White,Protestant,Protestant,New England,"Same state, different city",Female,No,MA,14 Chestnut Hill Road,$4 million to $5 million,A U.S. citizen,Working full time
0276,64,Yes,Des Moines,White,Germany,Far below average,Lived with parents,High school,William,Bachelor's,Not Hispanic,Miller,Married,No active duty,Bachelor's,Yes,Not very strong republican,Conservative,White,Protestant,Protestant,West North Central,Different state,Male,No,IA,742 Evergreen Terrace,"$40,000 to $75,000",A U.S. citizen,Retired
0454,64,Yes,Chicago,White,Hungary,Below average,Lived with parents,High school,Debra,Bachelor's,Not Hispanic,Weiss,Married,No active duty,High school,Yes,Strong democrat,Liberal,White,Jewish,Jewish,East North Central,Different state,Female,No,IL,742 Evergreen Terrace,"$100,000 to $150,000",A U.S. citizen,Working full time
1171,64,Yes,Columbus,White,Germany,Below average,Lived with parents,High school,Susan,Bachelor's,Not Hispanic,Miller,Married,No active duty,High school,Yes,Not very strong democrat,"Moderate, middle of the road",White,Protestant,Protestant,East North Central,Different state,Female,No,OH,1234 Maple Avenue,"$40,000 to $75,000",A U.S. citizen,Retired
2293,64,Yes,Raleigh,Black or African American,Nigeria,Below average,Lived with parents,High school,Patricia,Bachelor's,Not Hispanic,Brown,Never married,No active duty,High school,Yes,Strong democrat,"Moderate, middle of the road",Black,Protestant,Protestant,South Atlantic,Same city,Female,No,NC,123 Magnolia Street,"$20,000 to $40,000",A U.S. citizen,Working full time
3110,64,Yes,Overland Park,White,Scotland,Far below average,Lived with parents,High school,Robert,Bachelor's,Not Hispanic,Mcrae,Married,No active duty,High school,Yes,Strong republican,Extremely conservative,White,Protestant,Protestant,West North Central,Different state,Male,No,KS,1234 Briarwood Court,$2 million to $3 million,A U.S. citizen,Working full time
3307,64,Yes,Augusta,Black or African American,Scotland,Far below average,Lived with parents,High school,Linda,Bachelor's,Not Hispanic,Williams,Married,No active duty,Less than high school,No,"Independent (neither, no response)","Moderate, middle of the road",Black,Protestant,Protestant,South Atlantic,"Same state, different city",Female,No,GA,123 Elmwood Avenue,"Less than $5,000",A U.S. citizen,Retired
3485,64,Yes,Charleston,White,Austria,Above average,Lived with parents,High school,Charles,Bachelor's,Not Hispanic,Walker,Never married,No active duty,High school,Yes,Not very strong republican,Conservative,White,Protestant,Protestant,South Atlantic,Same city,Male,No,SC,123 Palmetto Avenue,"$100,000 to $150,000",A U.S. citizen,Retired
0198,65,Yes,Charleston,White,England & Wales,Below average,Lived with parents,High school,Robert,Bachelor's,Not Hispanic,Thompson,Married,No active duty,High school,Yes,Other party,Liberal,White,None,Protestant,South Atlantic,Different state,Male,No,SC,123 Oakwood Lane,"$40,000 to $75,000",A U.S. citizen,Retired
0387,65,No,Scranton,White,Poland,Average,Lived with parents,High school,Thomas,Bachelor's,Not Hispanic,Klatte,Widowed,No active duty,High school,Yes,Strong republican,Conservative,White,Catholic,Catholic,Middle Atlantic,Same city,Male,Yes,PA,123 Liberty St,"$40,000 to $75,000",A U.S. citizen,Retired
0838,65,Yes,Charlotte,Black or African American,Portugal,Average,Lived with parents,High school,Shirley,Bachelor's,Not Hispanic,Johnson,Married,No active duty,High school,Yes,"Independent, close to democrat",Liberal,Black,Protestant,Protestant,South Atlantic,Same city,Female,No,NC,123 Oakwood Drive,"$75,000 to $100,000",A U.S. citizen,Working full time
1210,65,Yes,Pittsburgh,White,Czechoslovakia,Below average,Lived with parents,High school,Patricia,Bachelor's,Not Hispanic,Cameron,Married,No active duty,High school,Yes,Not very strong republican,Conservative,White,Catholic,Catholic,Middle Atlantic,Different state,Female,No,PA,123 Maple Drive,"$40,000 to $75,000",A U.S. citizen,Keeping house
1391,65,Yes,Princeton,White,Italy,Average,Lived with parents,High school,Antoinette,Bachelor's,Not Hispanic,Martinez,Married,No active duty,High school,Yes,"Independent (neither, no response)",Conservative,White,Catholic,Catholic,Middle Atlantic,"Same state, different city",Female,No,NJ,123 Park Avenue,"$100,000 to $150,000",A U.S. citizen,Working full time
1484,65,Yes,Charleston,White,Scotland,Below average,Lived with parents,High school,William,Bachelor's,Not Hispanic,Buckner,Married,No active duty,Less than high school,Yes,Strong republican,Conservative,White,Protestant,Protestant,South Atlantic,Same city,Male,No,SC,123 Magnolia Drive,"$75,000 to $100,000",A U.S. citizen,Retired
1742,65,Yes,Portland,Native American or Alaska Native,American Indian,Average,Lived with parents,High school,Edward,Bachelor's,Not Hispanic,Williams,Married,No active duty,Less than high school,No,"Independent, close to republican",Conservative,White,Protestant,Protestant,Pacific,Same city,Male,No,OR,1234 Pine Street,"$75,000 to $100,000",A U.S. citizen,Retired
2184,65,Yes,Charleston,White,Ireland,Average,Lived with parents,High school,Robert,Bachelor's,Not Hispanic,Murphy,Never married,No active duty,High school,Yes,Not very strong democrat,Liberal,White,None,Protestant,South Atlantic,"Same state, different city",Male,No,SC,123 Elmwood Lane,"$40,000 to $75,000",A U.S. citizen,Retired
2333,66,No,Tucson,Hispanic or Latino,Peru,Far below average,"Other (left home before 16, e.g., for school)",High school,Miguel,Bachelor's,Not Hispanic,Garcia,Married,No active duty,High school,Yes,Not very strong republican,Slightly conservative,Other,Catholic,Catholic,Foreign,Different state,Male,No,AZ,1234 Elm Street,"$20,000 to $40,000",A U.S. citizen,Working full time
2535,66,Yes,Des Moines,White,Other European,Above average,Parent died,High school,Robert,Bachelor's,Not Hispanic,Hendricks,Never married,No active duty,High school,Yes,"Independent, close to republican","Moderate, middle of the road",White,Protestant,Catholic,West North Central,Different state,Male,No,IA,742 Evergreen Terrace,"$40,000 to $75,000",A U.S. citizen,Retired
1281,67,Yes,San Francisco,Asian,Japan,Below average,Lived with parents,High school,Yuki,Bachelor's,Not Hispanic,Tanaka,Married,No active duty,High school,Yes,Not very strong democrat,Slightly conservative,Other,Protestant,None,Pacific,"Same state, different city",Female,No,CA,1234 Cherry Blossom Lane,"$75,000 to $100,000",A U.S. citizen,Retired
1573,67,Yes,Grand Rapids,White,Netherlands,Average,Lived with parents,High school,Patricia,Bachelor's,Not Hispanic,Jansen,Married,No active duty,High school,Yes,Strong republican,Conservative,White,Protestant,Protestant,East North Central,Same city,Female,No,MI,1423 Maplewood Drive,"$40,000 to $75,000",A U.S. citizen,Retired
3147,67,Yes,Newark,Black or African American,Nigeria,Far below average,Lived with parents,High school,Robert,Bachelor's,Not Hispanic,Johnson,Never married,"Yes, less than 2 years",High school,Yes,Strong democrat,Slightly conservative,Black,Protestant,Protestant,Middle Atlantic,Same city,Male,No,NJ,123 Elmwood Ave,"Less than $5,000",A U.S. citizen,Retired
3265,67,Yes,San Francisco,Asian,Japan,Below average,Lived with parents,High school,Nina,Bachelor's,Not Hispanic,Miyamoto,Divorced,No active duty,High school,Yes,Not very strong democrat,"Moderate, middle of the road",Other,None,Buddhism,Pacific,"Same state, different city",Female,No,CA,482 Cherry Blossom Lane,"$75,000 to $100,000",A U.S. citizen,Other
0052,68,Yes,Des Moines,White,Germany,Average,Lived with parents,High school,Richard,Bachelor's,Not Hispanic,Miller,Married,No active duty,High school,Yes,Not very strong republican,Slightly conservative,White,Protestant,Protestant,West North Central,Different state,Male,Yes,IA,1234 Maple Avenue,"$40,000 to $75,000",A U.S. citizen,Retired
1124,68,Yes,Philadelphia,White,Lithuania,Below average,Lived with parents,High school,Albert,Bachelor's,Not Hispanic,Greer,Married,No active duty,High school,No,Not very strong democrat,Conservative,White,Jewish,Jewish,Middle Atlantic,Same city,Male,No,PA,123 Elm Street,"$40,000 to $75,000",A U.S. citizen,Working full time
3187,68,Yes,Bozeman,White,Denmark,Average,Lived with parents,High school,Robert,Bachelor's,Not Hispanic,Jensen,Divorced,No active duty,High school,No,"Independent (neither, no response)","Moderate, middle of the road",White,None,Protestant,Mountain,Different state,Male,Yes,MT,742 Evergreen Terrace,"$100,000 to $150,000",A U.S. citizen,Retired
3446,68,Yes,Little Rock,White,England & Wales,Above average,Lived with parents,High school,Susan,Bachelor's,Not Hispanic,Barnett,Divorced,No active duty,High school,Yes,Not very strong republican,Conservative,White,Protestant,Protestant,West South Central,Different state,Female,No,AR,4523 Magnolia Lane,"$40,000 to $75,000",A U.S. citizen,Retired
1994,69,No,Savannah,White,Spain,Below average,Lived with parents,High school,William,Bachelor's,Not Hispanic,Nelson,Married,"Yes, more than 4 years",Less than high school,No,"Independent, close to democrat","Moderate, middle of the road",White,Catholic,Catholic,South Atlantic,Same city,Male,Yes,GA,123 Elm Street,"Less than $5,000",A U.S. citizen,Retired
2314,69,Yes,Madison,White,Norway,Below average,Parent died,High school,Edward,Bachelor's,Not Hispanic,Hawkins,Divorced,No active duty,High school,Yes,Strong democrat,Liberal,White,None,Protestant,East North Central,Same city,Male,No,WI,1427 Maplewood Avenue,"$20,000 to $40,000",A U.S. citizen,Retired
2442,69,Yes,Naperville,White,Mexico,Above average,Lived with parents,High school,James,Bachelor's,Not Hispanic,Martinez,Married,"Yes, more than 4 years",High school,No,Not very strong republican,"Moderate, middle of the road",White,None,Catholic,East North Central,Different state,Male,Yes,IL,123 Oakwood Drive,"$500,000 to $1 million",A U.S. citizen,Working full time
2733,69,Yes,Atlanta,White,Russia,Above average,Lived with parents,High school,David,Bachelor's,Not Hispanic,Cohen,Married,No active duty,High school,No,Strong democrat,Extremely liberal,White,Jewish,Jewish,South Atlantic,Same city,Male,No,GA,1250 Peachtree Battle Ave NW,$4 million to $5 million,A U.S. citizen,Working full time
0525,70,Yes,Plano,Native American or Alaska Native,American Indian,Average,"Divorce, separated",High school,Walter,Bachelor's,Not Hispanic,Hammond,Married,No active duty,High school,Yes,Not very strong republican,Conservative,White,Protestant,Protestant,West South Central,"Same state, different city",Male,No,TX,123 Elmwood Drive,"$250,000 to $500,000",A U.S. citizen,Working part time
